"regione","capoluogo","reato","totale_delitti"
"Emilia Romagna","Piacenza","31.0 DELITTI INFORMATICI","25"
"Emilia Romagna","Piacenza","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Emilia Romagna","Piacenza","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Emilia Romagna","Piacenza","34.0 ALTRI DELITTI","904"
"Emilia Romagna","Ravenna","01.0 ATTENTATI","2"
"Emilia Romagna","Ravenna","02.0 STRAGE","0"
"Emilia Romagna","Ravenna","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Emilia Romagna","Ravenna","04.0 INFANTICIDI","0"
"Emilia Romagna","Ravenna","05.0 TENTATI OMICIDI","4"
"Emilia Romagna","Ravenna","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Emilia Romagna","Ravenna","07.0 OMICIDI COLPOSI","12"
"Emilia Romagna","Ravenna","08.0 LESIONI DOLOSE","247"
"Emilia Romagna","Ravenna","09.0 PERCOSSE","61"
"Emilia Romagna","Ravenna","10.0 MINACCE","255"
"Emilia Romagna","Ravenna","11.0 INGIURIE","0"
"Emilia Romagna","Ravenna","12.0 VIOLENZE SESSUALI","12"
"Emilia Romagna","Ravenna","13.0 ATTI SESSUALI CON MINORENNE","1"
"Emilia Romagna","Ravenna","14.0 CORRUZIONE DI MINORENNE","0"
"Emilia Romagna","Ravenna","15.0 FURTI","3952"
"Emilia Romagna","Ravenna","16.0 RICETTAZIONE","80"
"Emilia Romagna","Ravenna","17.0 RAPINE","51"
"Emilia Romagna","Ravenna","18.0 ESTORSIONI","23"
"Emilia Romagna","Ravenna","19.0 USURA","0"
"Emilia Romagna","Ravenna","20.0 SEQUESTRI DI PERSONA","4"
"Emilia Romagna","Ravenna","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Emilia Romagna","Ravenna","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Emilia Romagna","Ravenna","23.0 RICICLAGGIO E IMPIEGO DI DENARO","10"
"Emilia Romagna","Ravenna","24.0 TRUFFE E FRODI INFORMATICHE","448"
"Emilia Romagna","Ravenna","25.0 INCENDI","6"
"Emilia Romagna","Ravenna","26.0 DANNEGGIAMENTI","717"
"Emilia Romagna","Ravenna","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","11"
"Emilia Romagna","Ravenna","28.0 CONTRABBANDO","0"
"Emilia Romagna","Ravenna","29.0 STUPEFACENTI","206"
"Emilia Romagna","Ravenna","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","4"
"Emilia Romagna","Ravenna","31.0 DELITTI INFORMATICI","18"
"Emilia Romagna","Ravenna","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","26"
"Emilia Romagna","Ravenna","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Emilia Romagna","Ravenna","34.0 ALTRI DELITTI","1659"
"Emilia Romagna","Reggio Emilia","01.0 ATTENTATI","4"
"Emilia Romagna","Reggio Emilia","02.0 STRAGE","0"
"Emilia Romagna","Reggio Emilia","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Emilia Romagna","Reggio Emilia","04.0 INFANTICIDI","0"
"Emilia Romagna","Reggio Emilia","05.0 TENTATI OMICIDI","2"
"Emilia Romagna","Reggio Emilia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Emilia Romagna","Reggio Emilia","07.0 OMICIDI COLPOSI","6"
"Emilia Romagna","Reggio Emilia","08.0 LESIONI DOLOSE","295"
"Emilia Romagna","Reggio Emilia","09.0 PERCOSSE","66"
"Emilia Romagna","Reggio Emilia","10.0 MINACCE","257"
"Emilia Romagna","Reggio Emilia","11.0 INGIURIE","0"
"Emilia Romagna","Reggio Emilia","12.0 VIOLENZE SESSUALI","18"
"Emilia Romagna","Reggio Emilia","13.0 ATTI SESSUALI CON MINORENNE","4"
"Emilia Romagna","Reggio Emilia","14.0 CORRUZIONE DI MINORENNE","0"
"Emilia Romagna","Reggio Emilia","15.0 FURTI","5587"
"Emilia Romagna","Reggio Emilia","16.0 RICETTAZIONE","57"
"Emilia Romagna","Reggio Emilia","17.0 RAPINE","112"
"Emilia Romagna","Reggio Emilia","18.0 ESTORSIONI","44"
"Emilia Romagna","Reggio Emilia","19.0 USURA","0"
"Emilia Romagna","Reggio Emilia","20.0 SEQUESTRI DI PERSONA","2"
"Emilia Romagna","Reggio Emilia","21.0 ASSOCIAZIONE PER DELINQUERE","3"
"Emilia Romagna","Reggio Emilia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Emilia Romagna","Reggio Emilia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","3"
"Emilia Romagna","Reggio Emilia","24.0 TRUFFE E FRODI INFORMATICHE","469"
"Emilia Romagna","Reggio Emilia","25.0 INCENDI","3"
"Emilia Romagna","Reggio Emilia","26.0 DANNEGGIAMENTI","987"
"Emilia Romagna","Reggio Emilia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","27"
"Emilia Romagna","Reggio Emilia","28.0 CONTRABBANDO","0"
"Emilia Romagna","Reggio Emilia","29.0 STUPEFACENTI","108"
"Emilia Romagna","Reggio Emilia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","7"
"Emilia Romagna","Rimini","34.0 ALTRI DELITTI","2047"
"Emilia Romagna","Reggio Emilia","31.0 DELITTI INFORMATICI","37"
"Emilia Romagna","Reggio Emilia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","12"
"Emilia Romagna","Reggio Emilia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","1"
"Emilia Romagna","Reggio Emilia","34.0 ALTRI DELITTI","1686"
"Emilia Romagna","Rimini","01.0 ATTENTATI","2"
"Emilia Romagna","Rimini","02.0 STRAGE","0"
"Emilia Romagna","Rimini","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Emilia Romagna","Rimini","04.0 INFANTICIDI","0"
"Emilia Romagna","Rimini","05.0 TENTATI OMICIDI","2"
"Emilia Romagna","Rimini","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Emilia Romagna","Rimini","07.0 OMICIDI COLPOSI","5"
"Emilia Romagna","Rimini","08.0 LESIONI DOLOSE","311"
"Emilia Romagna","Rimini","09.0 PERCOSSE","62"
"Emilia Romagna","Rimini","10.0 MINACCE","323"
"Emilia Romagna","Rimini","11.0 INGIURIE","0"
"Emilia Romagna","Rimini","12.0 VIOLENZE SESSUALI","30"
"Emilia Romagna","Rimini","13.0 ATTI SESSUALI CON MINORENNE","1"
"Emilia Romagna","Rimini","14.0 CORRUZIONE DI MINORENNE","2"
"Emilia Romagna","Rimini","15.0 FURTI","8255"
"Emilia Romagna","Rimini","16.0 RICETTAZIONE","65"
"Emilia Romagna","Rimini","17.0 RAPINE","188"
"Emilia Romagna","Rimini","18.0 ESTORSIONI","50"
"Emilia Romagna","Rimini","19.0 USURA","1"
"Emilia Romagna","Rimini","20.0 SEQUESTRI DI PERSONA","5"
"Emilia Romagna","Rimini","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Emilia Romagna","Rimini","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Emilia Romagna","Rimini","23.0 RICICLAGGIO E IMPIEGO DI DENARO","3"
"Emilia Romagna","Rimini","24.0 TRUFFE E FRODI INFORMATICHE","539"
"Emilia Romagna","Rimini","25.0 INCENDI","8"
"Emilia Romagna","Rimini","26.0 DANNEGGIAMENTI","1025"
"Emilia Romagna","Rimini","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","26"
"Emilia Romagna","Rimini","28.0 CONTRABBANDO","0"
"Emilia Romagna","Rimini","29.0 STUPEFACENTI","166"
"Emilia Romagna","Rimini","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Emilia Romagna","Rimini","31.0 DELITTI INFORMATICI","43"
"Emilia Romagna","Rimini","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","33"
"Emilia Romagna","Rimini","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Toscana","Arezzo","01.0 ATTENTATI","1"
"Toscana","Arezzo","02.0 STRAGE","0"
"Toscana","Arezzo","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Arezzo","04.0 INFANTICIDI","0"
"Toscana","Arezzo","05.0 TENTATI OMICIDI","1"
"Toscana","Arezzo","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Arezzo","07.0 OMICIDI COLPOSI","0"
"Toscana","Arezzo","08.0 LESIONI DOLOSE","133"
"Toscana","Arezzo","09.0 PERCOSSE","25"
"Toscana","Arezzo","10.0 MINACCE","126"
"Toscana","Arezzo","11.0 INGIURIE","0"
"Toscana","Arezzo","12.0 VIOLENZE SESSUALI","14"
"Toscana","Arezzo","13.0 ATTI SESSUALI CON MINORENNE","0"
"Toscana","Arezzo","14.0 CORRUZIONE DI MINORENNE","0"
"Toscana","Arezzo","15.0 FURTI","1982"
"Toscana","Arezzo","16.0 RICETTAZIONE","39"
"Toscana","Arezzo","17.0 RAPINE","51"
"Toscana","Arezzo","18.0 ESTORSIONI","28"
"Toscana","Arezzo","19.0 USURA","0"
"Toscana","Arezzo","20.0 SEQUESTRI DI PERSONA","1"
"Toscana","Arezzo","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Toscana","Arezzo","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Arezzo","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Toscana","Arezzo","24.0 TRUFFE E FRODI INFORMATICHE","414"
"Toscana","Arezzo","25.0 INCENDI","19"
"Toscana","Arezzo","26.0 DANNEGGIAMENTI","268"
"Toscana","Arezzo","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Toscana","Arezzo","28.0 CONTRABBANDO","0"
"Toscana","Arezzo","29.0 STUPEFACENTI","192"
"Toscana","Arezzo","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Toscana","Arezzo","31.0 DELITTI INFORMATICI","51"
"Toscana","Arezzo","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Toscana","Arezzo","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Toscana","Arezzo","34.0 ALTRI DELITTI","1054"
"Toscana","Firenze","01.0 ATTENTATI","2"
"Toscana","Firenze","02.0 STRAGE","0"
"Toscana","Firenze","03.0 OMICIDI VOLONTARI CONSUMATI","4"
"Toscana","Firenze","04.0 INFANTICIDI","0"
"Toscana","Firenze","05.0 TENTATI OMICIDI","5"
"Toscana","Firenze","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Firenze","07.0 OMICIDI COLPOSI","6"
"Toscana","Firenze","08.0 LESIONI DOLOSE","804"
"Toscana","Firenze","09.0 PERCOSSE","124"
"Toscana","Firenze","10.0 MINACCE","552"
"Toscana","Firenze","11.0 INGIURIE","0"
"Toscana","Firenze","12.0 VIOLENZE SESSUALI","98"
"Toscana","Firenze","13.0 ATTI SESSUALI CON MINORENNE","5"
"Toscana","Firenze","14.0 CORRUZIONE DI MINORENNE","1"
"Toscana","Firenze","15.0 FURTI","23931"
"Toscana","Firenze","16.0 RICETTAZIONE","380"
"Toscana","Firenze","17.0 RAPINE","546"
"Toscana","Firenze","18.0 ESTORSIONI","112"
"Toscana","Firenze","19.0 USURA","1"
"Toscana","Firenze","20.0 SEQUESTRI DI PERSONA","13"
"Toscana","Firenze","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Toscana","Firenze","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Toscana","Firenze","23.0 RICICLAGGIO E IMPIEGO DI DENARO","86"
"Toscana","Firenze","24.0 TRUFFE E FRODI INFORMATICHE","1624"
"Toscana","Firenze","25.0 INCENDI","10"
"Toscana","Firenze","26.0 DANNEGGIAMENTI","3729"
"Toscana","Firenze","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","26"
"Toscana","Firenze","28.0 CONTRABBANDO","3"
"Toscana","Firenze","29.0 STUPEFACENTI","693"
"Toscana","Firenze","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","28"
"Toscana","Firenze","31.0 DELITTI INFORMATICI","378"
"Toscana","Firenze","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","105"
"Toscana","Firenze","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","1"
"Toscana","Firenze","34.0 ALTRI DELITTI","5760"
"Toscana","Grosseto","01.0 ATTENTATI","0"
"Toscana","Grosseto","02.0 STRAGE","0"
"Toscana","Grosseto","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Toscana","Grosseto","04.0 INFANTICIDI","0"
"Toscana","Grosseto","05.0 TENTATI OMICIDI","0"
"Toscana","Grosseto","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Toscana","Grosseto","07.0 OMICIDI COLPOSI","6"
"Toscana","Grosseto","08.0 LESIONI DOLOSE","91"
"Toscana","Grosseto","09.0 PERCOSSE","18"
"Toscana","Grosseto","10.0 MINACCE","97"
"Toscana","Grosseto","11.0 INGIURIE","0"
