DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,DK,2022,56530,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,DK,2023,56470,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,DK,2024,58160,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2000,30330,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2001,30890,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2002,31010,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2003,31060,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2004,31610,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2005,31990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2006,32900,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2007,33700,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2008,33670,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2009,32070,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2010,32660,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2011,33150,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2012,32770,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2013,32660,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2014,33090,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2015,33690,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2016,34200,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2017,35030,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2018,35570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2019,36050,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2020,33840,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2021,35990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2022,37110,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2023,37040,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA19,2024,37220,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2000,30040,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2001,30600,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2002,30730,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2003,30790,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2004,31330,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2005,31710,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2006,32620,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2007,33420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2008,33400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2009,31810,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2010,32400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2011,32870,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2012,32500,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2013,32400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2014,32820,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2015,33430,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2016,33940,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2017,34770,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2018,35320,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2019,35800,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2020,33610,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2021,35750,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2022,36880,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2023,36810,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EA20,2024,36990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2000,10480,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2001,11160,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2002,12020,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2003,13010,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2004,13980,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2005,15400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2006,17010,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2007,18400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2008,17510,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2009,14980,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2010,15380,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2011,16590,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2012,17260,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2013,17630,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2014,18280,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2015,18650,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2016,19190,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2017,20270,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2018,20970,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2019,21650,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2020,20960,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2021,22670,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2022,22370,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2023,21210,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EE,2024,21060,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2000,16120,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2001,16780,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2002,17510,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2003,18480,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2004,19420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2005,19590,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2006,20790,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2007,21470,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2008,21420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2009,20490,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2010,19300,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2011,17420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2012,16050,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2013,15800,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2014,16030,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2015,16100,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2016,16160,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2017,16430,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2018,16810,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2019,17210,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2020,15660,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2021,17110,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2022,18160,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2023,18600,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EL,2024,19020,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2000,22930,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2001,23700,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2002,23970,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2003,24220,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2004,24590,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2005,25000,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2006,25600,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2007,25990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2008,25760,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2009,24590,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2010,24510,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2011,24260,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2012,23560,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2013,23310,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2014,23730,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2015,24720,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2016,25420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2017,26110,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2018,26620,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2019,26930,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2020,23850,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2021,25440,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2022,26820,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2023,27150,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,ES,2024,27800,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2000,25660,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2001,26170,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2002,26390,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2003,26530,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2004,27110,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2005,27530,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2006,28410,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2007,29200,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2008,29280,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2009,27970,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2010,28520,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2011,29030,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2012,28770,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2013,28740,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2014,29180,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2015,29810,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2016,30330,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2017,31140,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2018,31730,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2019,32270,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2020,30510,b,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2021,32470,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2022,33420,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2023,33400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,EU27_2020,2024,33650,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2000,36230,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2001,37100,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2002,37630,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2003,38300,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2004,39720,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2005,40680,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2006,42150,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2007,44210,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2008,44350,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2009,40570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2010,41660,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2011,42460,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2012,41620,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2013,41020,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2014,40650,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2015,40700,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2016,41640,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2017,42910,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2018,43360,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2019,43910,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2020,42740,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2021,43800,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2022,44010,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2023,43440,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FI,2024,43280,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2000,32030,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2001,32400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2002,32510,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2003,32600,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2004,33300,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2005,33680,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2006,34360,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2007,35010,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2008,34960,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2009,33800,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2010,34310,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2011,34990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2012,34880,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2013,34990,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2014,35150,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2015,35370,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2016,35540,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2017,36140,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2018,36570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2019,37160,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2020,34280,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2021,36470,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2022,37320,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2023,37760,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,FR,2024,38110,p,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2000,8490,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2001,9100,b,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2002,9620,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2003,10150,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2004,10570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2005,11020,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2006,11570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2007,12160,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2008,12400,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2009,11570,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2010,11440,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2011,11470,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2012,11270,b,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2013,11340,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2014,11370,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2015,11760,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2016,12320,,
ESTAT:SDG_08_10(1.0),27/10/25 23:00:00,A,CLV20_EUR_HAB,B1GQ,HR,2017,12910,,
